no,lng,lat,sites
263,-74.0070337,40.75379,
264,-73.9371437,40.8134293,
265,-73.9300037,40.8621121,
266,-73.9296676,40.8622107,
267,-73.9286059,40.8626215,
268,-73.927766,40.862926,
269,-73.926923,40.863238,
270,-73.926011,40.863575,
271,-73.923767,40.864403,
272,-73.921884,40.8651,
273,-73.919996,40.865797,
274,-73.918596,40.866315,
275,-73.917205,40.866813,
276,-73.9424535,40.8272063,
277,-73.941997,40.827823,
278,-73.94154,40.828447,
279,-73.941078,40.829083,
280,-73.9402243,40.830292,
281,-73.9717336,40.7820374,
282,-73.9096352,40.8745523,
283,-73.9110993,40.8746713,
284,-73.9122655,40.8750497,
285,-73.9128004,40.8756706,
286,-74.0094775,40.7045537,
287,-73.958809,40.759913,
288,-73.9583477,40.7605433,
289,-73.9579282,40.7611623,
290,-73.9574532,40.7617963,
291,-73.9569952,40.7624221,
292,-73.9565374,40.7630478,
293,-73.956084,40.7636674,
294,-73.9556238,40.7642963,
295,-73.9551668,40.7649208,
296,-73.9547034,40.765554,
297,-73.9542449,40.7661805,
298,-73.9537482,40.7668593,
299,-73.953249,40.7675414,
300,-73.9527843,40.7681847,
301,-73.9523229,40.7688236,
302,-73.9518686,40.7694526,
303,-73.9514149,40.7700762,
304,-73.9509381,40.7707103,
305,-73.9504368,40.7714021,
306,-73.9499424,40.7720657,
307,-73.9494729,40.7727099,
308,-73.9490092,40.773343,
309,-73.9485506,40.7739762,
310,-73.9480817,40.7746141,
311,-73.9476241,40.7752458,
312,-73.947122,40.775929,
313,-73.9466301,40.7766012,
314,-73.9461727,40.7772273,
315,-73.9457131,40.7778572,
316,-73.9452574,40.7784828,
317,-73.9447758,40.779146,
318,-73.9442883,40.7797423,
319,-73.9759984,40.7812798,
320,-73.9788209,40.7824641,
321,-73.9805809,40.7832069,
322,-73.9816684,40.7836627,
323,-73.9833075,40.784357,
324,-73.9313827,40.8474237,
325,-73.932849,40.848038,
326,-73.934239,40.848626,
327,-73.935471,40.849145,
328,-73.936397,40.849541,
329,-73.9396399,40.8501784,
330,-73.940603,40.8503746,
331,-73.9414149,40.848223,
332,-73.9402247,40.8513418,
333,-73.938652,40.854677,
334,-73.9379223,40.8556043,
335,-73.936584,40.8573519,
336,-73.9903368,40.7371276,
337,-73.9901393,40.7378047,
338,-73.9899303,40.7384811,
339,-73.9897346,40.7391686,
340,-73.9895526,40.7398515,
341,-73.9893589,40.7405854,
342,-73.9891329,40.7413706,
343,-73.9891036,40.7422193,
344,-73.9891678,40.7430453,
345,-73.9890293,40.7438037,
346,-73.9888931,40.7445356,
347,-73.9887531,40.7452886,
348,-73.9884704,40.7468077,
349,-73.9883321,40.7475512,
350,-73.9878205,40.7506824,
351,-73.9876732,40.751444,
352,-73.9875229,40.7521844,
353,-73.9873363,40.7529083,
354,-73.987107,40.753627,
355,-73.9868871,40.754331,
356,-73.9866613,40.755051,
357,-73.9864171,40.7558122,
358,-73.9855335,40.7579634,
359,-73.9851384,40.7594263,
360,-73.9848631,40.7601316,
361,-73.9845109,40.7608012,
362,-73.9840983,40.7614503,
363,-73.9836782,40.7620858,
364,-73.9832662,40.7627246,
365,-73.9829033,40.763382,
366,-73.9825176,40.764058,
367,-73.9822627,40.7647568,
368,-73.9820384,40.7654683,
369,-73.9818927,40.7663007,
370,-73.9817493,40.7671354,
371,-74.014223,40.7045956,
372,-74.0132769,40.7058713,
373,-74.0119439,40.7074505,
374,-74.0112329,40.7082967,
375,-74.0109934,40.7085817,
376,-74.0108222,40.7087855,
377,-74.0099714,40.709798,
378,-74.0095316,40.7103215,
379,-74.0094602,40.7104064,
380,-74.0090583,40.7108847,
381,-74.0086478,40.7113846,
382,-74.0058865,40.7146812,
383,-74.00542,40.715236,
384,-74.004976,40.71576,
385,-74.0045303,40.7162869,
386,-74.003533,40.717449,
387,-74.003043,40.7180338,
388,-74.0025285,40.7186389,
389,-74.002091,40.719153,
390,-74.0018769,40.7194058,
391,-74.001425,40.719938,
392,-74.0006449,40.7208634,
393,-73.9998554,40.7217891,
394,-73.998812,40.723021,
395,-73.997785,40.724235,
396,-73.9967146,40.7255012,
397,-73.99527,40.727211,
398,-73.9947496,40.7278266,
399,-73.994252,40.728412,
400,-73.993747,40.729008,
401,-73.993262,40.72958,
402,-73.992841,40.730079,
403,-73.9923997,40.7306011,
404,-73.991921,40.731166,
405,-73.9914619,40.7317445,
406,-73.991289,40.732449,
407,-73.991114,40.733214,
408,-73.990953,40.7339814,
409,-73.9907352,40.7347874,
410,-74.0132,40.7040559,
411,-74.0133173,40.705045,
412,-73.9822067,40.7689456,
413,-73.9822655,40.7706087,
414,-73.9822732,40.7714459,
415,-73.9822975,40.7726643,
416,-73.982316,40.7730913,
417,-73.9823484,40.7739304,
418,-73.9823166,40.7747353,
419,-73.9822846,40.7755452,
420,-73.9822527,40.7763504,
421,-73.9822224,40.7771394,
422,-73.9820581,40.7787921,
423,-73.9818489,40.7795997,
424,-73.9816348,40.7803332,
425,-73.9814257,40.7810582,
426,-73.9811764,40.7818019,
427,-73.9809212,40.7825164,
428,-73.9800838,40.783893,
429,-73.9791229,40.7852008,
430,-73.9786487,40.7858192,
431,-73.9781723,40.7864652,
432,-73.9771707,40.7877015,
433,-73.9766072,40.7883609,
434,-73.976052,40.7890078,
435,-73.9755987,40.7896182,
436,-73.9746797,40.7908742,
437,-73.974213,40.7915093,
438,-73.9737551,40.7921441,
439,-73.9732956,40.792771,
440,-73.9728453,40.7934001,
441,-73.9724164,40.794038,
442,-73.9718978,40.7947185,
443,-73.9714047,40.7953835,
444,-73.9709401,40.7960068,
445,-73.9704821,40.796633,
446,-73.9700162,40.7972661,
447,-73.9695597,40.7978923,
448,-73.9691049,40.7985191,
449,-73.9686574,40.7991535,
450,-73.9683196,40.7998293,
451,-73.9680997,40.8005442,
452,-73.9679079,40.8022513,
453,-73.9672429,40.8036112,
454,-73.9667891,40.8042102,
455,-73.9663136,40.8048633,
456,-73.9658601,40.8054904,
457,-73.9654027,40.8061176,
458,-73.9649437,40.8067507,
459,-73.9644889,40.8073871,
460,-73.9616861,40.8112589,
461,-73.9588359,40.8151853,
462,-73.9583906,40.8158098,
463,-73.9570603,40.8176184,
464,-73.9566189,40.8182375,
465,-73.9552062,40.8201687,
466,-73.9542759,40.8214465,
467,-73.9538135,40.8220806,
468,-73.9533594,40.822698,
469,-73.9529044,40.823318,
470,-73.9524477,40.8239402,
471,-73.9519855,40.8245785,
472,-73.9515358,40.8251983,
473,-73.9510825,40.8258119,
474,-73.9505823,40.8264958,
475,-73.9500994,40.8271631,
476,-73.9496453,40.8277858,
477,-73.949184,40.8284141,
478,-73.948729,40.8290398,
479,-73.9482817,40.8296535,
480,-73.9478285,40.8302751,
481,-73.9473687,40.8309006,
482,-73.9469124,40.8315246,
483,-73.9459609,40.8328285,
484,-73.945481,40.8334857,
485,-73.9450015,40.8341411,
486,-73.9445661,40.834739,
487,-73.9436514,40.8359959,
488,-73.9431927,40.8366143,
489,-73.9427349,40.8372479,
490,-73.9422972,40.8378398,
491,-73.9418259,40.8384885,
492,-73.9412769,40.8392425,
493,-73.9407749,40.8399295,
494,-73.9398609,40.8411266,
495,-73.9392999,40.8416786,
496,-73.939255,40.842436,
497,-73.939177,40.843223,
498,-73.939025,40.843942,
499,-73.9388653,40.8446886,
500,-73.9386774,40.8454318,
501,-73.938451,40.846193,
502,-73.938228,40.8469437,
503,-73.938036,40.847558,
504,-73.937975,40.847711,
505,-73.9376885,40.8483904,
506,-73.9370276,40.8489682,
507,-73.9357231,40.8501764,
508,-73.935426,40.850774,
509,-73.935083,40.851434,
510,-73.934776,40.852058,
511,-73.93443,40.852729,
512,-73.934193,40.8532,
513,-73.9337034,40.8541572,
514,-73.933312,40.855335,
515,-73.932761,40.856503,
516,-73.932631,40.856716,
517,-73.931818,40.858271,
518,-73.930771,40.860641,
519,-73.9300194,40.8634187,
520,-73.9289023,40.8646634,
521,-73.9281099,40.8650857,
522,-73.9272714,40.8655306,
523,-73.925872,40.866025,
524,-73.925005,40.866336,
525,-73.92311,40.867016,
526,-73.9212171,40.867707,
527,-73.9197555,40.8681187,
528,-73.918561,40.868482,
529,-73.917594,40.868885,
530,-73.9167458,40.8693238,
531,-73.9158491,40.8698643,
532,-73.9151316,40.8704145,
533,-73.9132764,40.871714,
534,-73.9082537,40.875638,
535,-73.9604156,40.7815417,
536,-73.9588013,40.7808601,
537,-73.9570904,40.7801372,
538,-73.9555814,40.7795072,
539,-73.9539755,40.7788301,
540,-73.9517388,40.777887,
541,-73.9493698,40.776888,
542,-73.945275,40.775148,
543,-73.9447748,40.7749461,
544,-74.005951,40.707205,
545,-74.0068357,40.707855,
546,-73.994118,40.735313,
547,-73.997341,40.736668,
548,-74.0001742,40.7378614,
549,-74.0024001,40.7387436,
550,-74.0030301,40.7390953,
551,-74.003865,40.739418,
552,-74.0053043,40.7400297,
553,-74.0074994,40.7409399,
554,-74.0087019,40.7414557,
555,-73.9346816,40.8429382,
556,-73.936126,40.84355,
557,-73.937518,40.844137,
558,-73.9387288,40.8446487,
559,-73.94261,40.846231,
560,-74.009016,40.705313,
561,-74.0090528,40.7055418,
562,-74.0167436,40.7064989,
563,-73.939018,40.810856,
564,-73.9421726,40.8121691,
565,-73.9451819,40.8134246,
566,-73.947947,40.81458,
567,-73.9593697,40.8193946,
568,-73.944597,40.803228,
569,-73.9731567,40.7985787,
570,-74.0088463,40.7138056,
571,-74.010128,40.714383,
572,-74.0113427,40.714904,
573,-74.0132124,40.7152226,
574,-74.0155746,40.7155725,
575,-74.0153819,40.7158285,
576,-74.0164429,40.7163193,
577,-73.9939293,40.7142872,
578,-73.9928237,40.7164855,
579,-73.9922172,40.717668,
580,-73.9917491,40.7185836,
581,-73.9912489,40.7195624,
582,-73.9906322,40.7207678,
583,-73.9900405,40.7219247,
584,-73.9918058,40.7385117,
585,-73.995018,40.73986,
586,-73.997862,40.741056,
587,-74.0006951,40.7422581,
588,-74.0035806,40.7434761,
589,-74.006385,40.744646,
590,-74.0081247,40.7453865,
591,-73.967994,40.771147,
592,-73.9663887,40.7704757,
593,-73.9646697,40.769761,
594,-73.9631583,40.7691154,
595,-73.9615602,40.7684383,
596,-73.9593171,40.767495,
597,-73.9569389,40.7664987,
598,-74.0011515,40.7317982,
599,-74.0029381,40.7311376,
600,-73.9121747,40.8703989,
601,-73.9139795,40.8711588,
602,-73.915056,40.871603,
603,-73.916278,40.872116,
604,-73.917176,40.872499,
605,-73.918459,40.873022,
606,-73.947737,40.8045555,
607,-73.952857,40.806709,
608,-73.9535,40.806981,
609,-73.9549589,40.8075923,
610,-73.9563487,40.808177,
611,-73.9940925,40.720336,
612,-73.9929178,40.7199073,
613,-73.9921032,40.7198216,
614,-73.9902774,40.7191027,
615,-73.989732,40.7191021,
616,-73.9889804,40.718874,
617,-73.9881645,40.7186264,
618,-73.9873747,40.7183868,
619,-73.9839974,40.717431,
620,-73.982289,40.716976,
621,-73.981438,40.716718,
622,-73.9805736,40.716454,
623,-73.9789246,40.715957,
624,-73.9780769,40.7156979,
625,-73.9542665,40.8110184,
626,-74.0061645,40.7163029,
627,-74.0066823,40.7165394,
628,-74.0079572,40.7171217,
629,-74.009,40.717598,
630,-74.010201,40.707694,Wall Street
631,-74.008996,40.706953,
632,-74.0074544,40.7060628,
633,-74.006766,40.705624,
634,-73.988194,40.743451,
635,-73.9865977,40.7427711,
636,-73.9849234,40.7420643,
637,-73.9833636,40.7414058,
638,-73.981759,40.7407284,
639,-73.9795317,40.7397942,
640,-73.9781935,40.7392313,
641,-73.977148,40.738796,
642,-73.9192622,40.8709698,
643,-73.915681,40.868889,
644,-73.971189,40.766767,
645,-73.9695848,40.7660912,
646,-73.9678596,40.7653743,
647,-73.9663588,40.7647323,
648,-73.9647558,40.764057,
649,-73.962515,40.763113,
650,-73.9601308,40.7621165,
651,-73.9839656,40.7754225,
652,-74.0092662,40.7132584,
653,-74.0105666,40.7138543,
654,-74.011527,40.714294,
655,-73.9407716,40.8471723,
656,-73.940691,40.847387,
657,-73.9949663,40.7206316,
658,-73.9957503,40.7208958,
659,-73.9965747,40.7211736,
660,-73.9973979,40.7214509,
661,-73.9977854,40.7215815,
662,-73.965617,40.7744096,
663,-73.9640105,40.7737351,
664,-73.962294,40.7730162,
665,-73.9607795,40.7723778,
666,-73.9591761,40.7717042,
667,-73.9569342,40.7707623,
668,-73.9545659,40.7697674,
669,-74.0045513,40.7255633,
670,-74.004739,40.724267,
671,-74.0053609,40.7182987,
672,-74.0051717,40.7190194,
673,-74.0051934,40.7198568,
674,-74.0052198,40.7206388,
675,-74.005248,40.721025,
676,-74.0053546,40.7222274,
677,-74.004786,40.723625,
678,-74.004575,40.724173,
679,-74.004031,40.725513,
680,-74.00373,40.72625,
681,-74.003445,40.726958,
682,-74.003155,40.727664,
683,-74.0021622,40.7297532,
684,-74.0017,40.7305503,
685,-74.0014113,40.7310625,
686,-74.000954,40.731706,
687,-74.000511,40.732315,
688,-74.000066,40.732929,
689,-73.9995234,40.7336634,
690,-73.998714,40.734784,
691,-73.998274,40.735391,
692,-73.997805,40.736032,
693,-73.99684,40.737361,
694,-73.996337,40.738044,
695,-73.995874,40.738686,
696,-73.995446,40.739272,
697,-73.994593,40.740442,
698,-73.9937398,40.7416174,
699,-73.9932916,40.7422328,
700,-73.992805,40.742901,
701,-73.991871,40.744186,
702,-73.9914152,40.7448072,
703,-73.990968,40.745421,
704,-73.990518,40.746038,
705,-73.989617,40.747277,
706,-73.9891568,40.7478958,
707,-73.9887,40.7485163,
708,-73.9882543,40.7491303,
709,-73.9877663,40.7497931,
710,-73.9872874,40.7504574,
711,-73.9868238,40.751088,
712,-73.986399,40.7517,
713,-73.985947,40.752317,
714,-73.985488,40.752935,
715,-73.9850397,40.7535585,
716,-73.984596,40.754177,
717,-73.984118,40.754842,
718,-73.983624,40.755516,
719,-73.9831665,40.7561421,
720,-73.9827118,40.7567712,
721,-73.9822537,40.7573902,
722,-73.9817975,40.7580163,
723,-73.981341,40.758645,
724,-73.9808828,40.7592744,
725,-73.9804176,40.7599106,
726,-73.9799722,40.7605248,
727,-73.9795173,40.7611421,
728,-73.979057,40.761771,
729,-73.978601,40.762396,
730,-73.9781397,40.763023,
731,-73.9776851,40.7636462,
732,-73.977196,40.764324,
733,-73.9766802,40.7650275,
734,-73.976244,40.7656797,
735,-74.0030858,40.7283942,
736,-73.9513728,40.7910468,
737,-73.9496351,40.7903176,
738,-73.9481469,40.7896848,
739,-73.9465498,40.7890006,
740,-73.9443285,40.7880579,
741,-73.9419364,40.7870603,
742,-74.0106317,40.7174635,
743,-74.0100927,40.7174024,
744,-74.0090579,40.7172851,
745,-74.0034172,40.7141186,
746,-74.0070959,40.716013,
747,-74.0083657,40.7166018,
748,-74.0091064,40.7169452,
749,-74.0069985,40.7489096,
750,-74.0060705,40.7501781,
751,-74.0056363,40.7507886,
752,-74.0051843,40.7513932,
753,-74.0047377,40.7520155,
754,-74.003806,40.7532728,
755,-74.0024742,40.7551201,
756,-74.0019943,40.7557911,
757,-74.0015087,40.7564655,
758,-74.0010659,40.7570801,
759,-74.0006308,40.7576816,
760,-74.0001819,40.7582984,
761,-73.9992328,40.7595233,
762,-73.9988039,40.7601488,
763,-73.9983286,40.7608279,
764,-73.9978445,40.7615047,
765,-73.9973838,40.7621219,
766,-73.9969249,40.7627499,
767,-73.9964573,40.7633783,
768,-73.9960052,40.7640036,
769,-73.9955449,40.7646309,
770,-73.9950835,40.7652542,
771,-73.9946355,40.7658858,
772,-73.994173,40.766505,
773,-73.9937004,40.7671343,
774,-73.9932635,40.7677405,
775,-73.9927954,40.7683937,
776,-73.9923444,40.7690142,
777,-73.9918904,40.7696438,
778,-73.991402,40.7703191,
779,-73.990923,40.7709804,
780,-73.9904588,40.7716213,
781,-74.0051447,40.7294709,
782,-74.004688,40.730321,
783,-74.00446,40.730719,
784,-74.0042257,40.7311289,
785,-74.0037892,40.7318924,
786,-74.0030292,40.7332265,
787,-74.0028114,40.7336094,
788,-74.002395,40.7343413,
789,-74.0019682,40.7350834,
790,-74.0016967,40.7355352,
791,-74.0015452,40.7357944,
792,-74.001095,40.736564,
793,-74.0051183,40.7094091,
794,-73.9955052,40.7334469,
795,-73.993814,40.732731,
796,-73.9903509,40.7312807,
797,-73.9890529,40.7307238,
798,-73.986812,40.729779,
799,-73.9844396,40.7287826,
800,-73.982228,40.727846,
801,-73.979906,40.726866,
802,-73.9775364,40.7258829,
803,-73.975164,40.724877,
804,-73.9735174,40.7241822,
805,-73.937365,40.850645,
806,-73.9754056,40.7175925,
807,-73.9890921,40.7734934,
808,-73.9886361,40.7741202,
809,-73.9881847,40.7747491,
810,-73.9877347,40.7753835,
811,-73.9872606,40.7760287,
812,-73.9854454,40.778488,
813,-73.9849974,40.7791214,
814,-73.9844842,40.7798073,
815,-73.9839851,40.7804962,
816,-73.9835331,40.781134,
817,-73.9830719,40.7817679,
818,-73.9825954,40.7823951,
819,-73.9821288,40.7830301,
820,-73.9811702,40.7843497,
821,-73.9802226,40.785659,
822,-73.9797618,40.7862926,
823,-73.9792937,40.7869385,
824,-73.9783679,40.7882062,
825,-73.9778627,40.7888872,
826,-73.9773733,40.7895643,
827,-73.9769232,40.7901743,
828,-73.9760046,40.7914402,
829,-73.9755518,40.7920701,
830,-73.9750856,40.7927034,
831,-73.9746245,40.7933298,
832,-73.974163,40.7939559,
833,-73.9737042,40.7945783,
834,-73.9732137,40.7952575,
835,-73.9727178,40.7959386,
836,-73.9722592,40.7965558,
837,-73.971808,40.7971914,
838,-73.9713467,40.7978216,
839,-73.9708877,40.7984506,
840,-73.9704307,40.7990808,
841,-73.9699736,40.7996987,
842,-73.9695099,40.8003317,
843,-73.9690678,40.8009593,
844,-73.9681074,40.8023337,
845,-74.0079644,40.7402946,
846,-74.00896,40.7407313,
847,-73.9936333,40.7272967,
848,-73.9918576,40.7264167,
849,-73.926502,40.860956,
850,-73.928206,40.863614,
851,-73.9603251,40.8039853,
852,-73.9671331,40.8068579,
853,-73.9510373,40.800073,
854,-73.952508,40.800686,
855,-73.9540253,40.8013297,
856,-73.9567862,40.8024915,
857,-73.9582388,40.8030961,
858,-73.922343,40.869459,
859,-73.922145,40.86915,
860,-73.9217178,40.868509,
861,-73.920612,40.866759,
862,-73.919362,40.864809,
863,-73.9189539,40.8644712,
864,-73.9170603,40.8636939,
865,-74.0049377,40.7315444,
866,-74.0060166,40.7316248,
867,-73.9628267,40.7917296,
868,-73.9674678,40.7878667,
869,-73.9898548,40.735321,
870,-73.9882789,40.7346549,
871,-73.9866821,40.7339789,
872,-73.985242,40.733372,
873,-73.984441,40.733033,
874,-73.983646,40.732699,
875,-73.982061,40.7320287,
876,-73.9751875,40.7291431,
877,-73.99312,40.736691,
878,-74.0034031,40.7387661,
879,-74.00386,40.7387561,
880,-74.0055102,40.7387641,
881,-74.00646,40.7387622,
882,-74.008103,40.738759,
883,-74.003657,40.729344,
884,-74.0039573,40.7298634,
885,-74.004303,40.730447,
886,-74.0046246,40.7310034,
887,-74.0051065,40.7318361,
888,-74.005461,40.7324485,
889,-73.9744609,40.7622928,
890,-73.9805314,40.7648393,
891,-73.9833766,40.7660319,
892,-73.9862074,40.7672471,
893,-73.9890489,40.7684455,
894,-74.0048235,40.7134886,
895,-74.0079521,40.7149352,
896,-74.0092214,40.7155224,
897,-74.0109232,40.7163041,
898,-74.0127568,40.7171351,
899,-74.0138209,40.7176174,
900,-74.0140898,40.7177392,
901,-73.9430556,40.8266537,
902,-73.970728,40.767394,
903,-73.969127,40.7667187,
904,-73.9674105,40.7660014,
