place,lng,lat
Daryl Roth Theatre,-73.98947999999996,40.735250000000065
The Davenport Theatre,-73.99053999999995,40.759960000000035
Group of Bears Statue,-73.95517999999998,40.77718500000003
Asphalt Green,-74.0149055,40.7159868
Riverbank State Park,-73.95234999999997,40.827330000000075
Attractions4Us New York City,-74.01411896292778,40.703380001105074
Masjid Malcolm Shabazz Mosque,-73.95018999999996,40.80206000000004
Turtle Pond,-73.96779869487497,40.779463500000006
Church of the Ascension,-73.99548993166326,40.73344006237269
Cooper Union Foundation Building,-73.98908999999998,40.73236000000003
Museo de la Estatua de la Libertad,-74.04444999999998,40.68925000000007
"Machpelah Cemetery, site of Houdini's grave",-73.88448696298734,40.69346999316173
Holy Innocents Church,-73.98782996180832,40.752229984268666
Church of St. Francis Xavier,-73.98192994016313,40.670450060009244
26th Street Flea Market,-73.98799994680472,40.74950004031393
53rd Street Public Library,-73.97707002888298,40.760820010099934
One Chase Manhattan Plaza,-74.00898102391929,40.70784898042112
Dante Park,-73.98222258347243,40.777663758844014
Nuyorican Poet's Cafe,-73.98174201789394,40.72205001987612
Miriam and Ira D. Wallach Art Gallery,-73.96011997664353,40.80840998366867
The Studio Museum in Harlem,-73.947616,40.8084179
Carnegie Hill,-73.954339,40.7841972
Lady Liberty,-73.97049995789793,40.76484005468191
Merkin Concert Hall,-73.98300999999998,40.77514000000008
Aqueduct Race Track,-73.82885987583029,40.67770002907034
John Jay Park,-73.96132999999998,40.774770000000046
Stephen A. Schwarzman Building,-73.98087993915233,40.75348006130824
The Africa Center,-73.94942198598265,40.79632001034744
Tribeca Film Festival,-74.01006999999998,40.719610000000046
Arcadia Earth,-73.9935269737586,40.72904999867504
Mickey The True Original Exhibition,-74.00796891830342,40.742352403275724
New York City Aids Memorial,-74.00123002659586,40.73704998043229
Holy Cross Church,-73.99116811143344,40.75814825
Grolier Club,-73.96998103427234,40.76398899814299
Roosevelt Island Historical Society Visitor Center Kiosk,-73.95483999999993,40.75773000000004
The San Remo,-73.97496746576437,40.77800275
American Irish Historical Society,-73.9629529760978,40.77777002042987
Fort Schuyler,-73.79205411594464,40.80527615
Pearl River,-74.00031296256944,40.72146001771159
Strivers' Row,-73.94795999999997,40.80881000000005
The Art Students League of New York,-73.9811111,40.7658333
Poster House,-73.99333646650419,40.7435881
Joker Stairs,-73.9236054,40.8357962
Beresford,-73.97167564079703,40.78257105
Wagner Cove,-73.98148148769428,40.77853392715876
Christ Church,-73.96965284940734,40.763879450000005
Citicorp Center,-73.97047999999995,40.75878000000006
America's Response Monument,-74.00888002198603,40.74275998433248
Astor Place,-73.9915196,40.729859
Fantasy Forest Amusement Park at the Flushing Meadows Carousel,-73.85099991869694,40.7421500332384
National Park Service - Information Center on Liberty Island,-74.01412251120338,40.7026690609951
Throgs Neck Bridge,-73.79362365378043,40.8002798
Barrymore Theater,-73.98613511549917,40.76012215
New York City Opera,-73.98347296471869,40.77165999020062
"New Era Factory Outlet, Inc.",-73.99095999999997,40.71693000000005
Church of Our Lady of Guadalupe,-74.00400200579502,40.740199983464635
Ancient Playground,-73.95517999999998,40.77718500000003
Guardians Superhero Sculptures,-73.9846040187332,40.754520004035214
Life Underground,-73.98172994795335,40.662730033818036
The New York Mosque,-73.94870700964178,40.78540999944573
Ukrainian Museum,-73.98974999999996,40.727670000000046
Pier 34,-74.01131102536401,40.729169985618995
2120: An Art Experience at Portion Gallery,-73.97811198326671,40.78680001235884
Theodore Roosevelt Park,-73.9727810090281,40.781339998720824
Institute for the Study of the Ancient World,-73.96029599661021,40.77986998054192
Soldiers' and Sailors Monument New York,-73.97892752347826,40.792091049999996
New York Society Library,-73.96147707839293,40.77633025
St. Jean Baptiste Roman Catholic Church,-73.95949896143726,40.772540006214996
Peace Fountain - Friedensbrunnen,-73.96257696392135,40.804100009055844
City Cinema 123,-73.96611597108009,40.761870011110716
China Institute,-74.01441903506145,40.708419997574964
De Witt Clinton Park,-73.9937199251697,40.76713003253897
Italian American Museum,-73.9974606,40.7192537
National Academy of Design Museum,-73.95829303686929,40.7834834
Christopher Columbus Statue,-73.9821077144926,40.76840071331495
Alexander Hamilton Statue,-73.74904570831687,40.77676861282866
Inwood Park,-73.7620771,40.6142712
Ralph Bunche Park,-73.96943999999996,40.74917000000005
79th Street Boat Basin,-73.98422999999997,40.785660000000064
The Ansonia,-73.98237216168238,40.780121199999996
Skirball Center for the Performing Arts at NYU,-74.00713999999994,40.71455000000003
The Chanin Building,-73.97655952077642,40.7512124
I Heart Radio Theater,-74.00498897489392,40.72007997926329
The Northern Dispensary,-74.00129999999996,40.73368000000005
Church of the Holy Trinity,-73.94952519115756,40.77834545
Port Authority Bus Terminal,-73.99146523386412,40.7568546
Castle Williams,-74.01335999999998,40.691850000000045
Sperone Westwater,-73.99259365125786,40.7231582
The Broken Kilometer,-74.00221003871513,40.72412001468433
Foxwoods Theater,-73.98729896824216,40.75695000158481
Logos Bookstore,-73.94841999999994,40.77446000000003
New York Grand Opera,-73.98343097138378,40.764330015873696
Canyon of Heroes,-74.00810280971342,40.711969218821075
Grey Art Gallery NYU,-73.996123,40.7299471
William Cullen Bryant Statue,-73.98087993915233,40.75348006130824
The Lowline Lab,-73.9872680044061,40.72022860444608
Greater Zion Hill Baptist Church,-73.95049595923652,40.81140001807893
Giuseppe Garibaldi Statue,-73.77374999999995,42.66076000000004
Larry's Freewheeling,-73.95847999999995,40.800830000000076
