start,end,length
179,178,82.346
178,2125,225.22199999999998
179,489,123.391
179,180,78.513
180,179,78.513
180,2127,173.279
180,181,82.603
181,180,82.603
181,491,157.555
181,182,118.17699999999999
182,181,118.17699999999999
182,48135,105.53099999999999
48135,182,105.53099999999999
182,492,183.909
492,182,183.909
182,183,227.882
183,182,227.882
183,184,76.29899999999999
184,183,76.29899999999999
183,494,233.29899999999998
494,183,233.29899999999998
184,185,77.469
185,184,77.469
185,186,79.33500000000001
186,185,79.33500000000001
186,1305,126.651
186,187,76.70400000000001
187,186,76.70400000000001
187,498,170.32899999999998
187,188,79.44000000000001
188,187,79.44000000000001
188,559,200.38199999999998
188,189,79.015
189,188,79.015
189,500,148.772
189,190,54.518
190,189,54.518
190,191,80.414
191,190,80.414
191,192,73.05
192,191,73.05
191,502,134.39600000000002
192,41856,98.327
41856,192,98.327
192,3192,79.308
193,41859,77.97
41859,193,77.97
193,194,108.22
194,193,108.22
193,328,196.401
194,2392,85.516
2392,194,85.516
194,805,82.683
805,194,82.683
194,195,141.076
195,194,141.076
195,196,142.921
196,195,142.921
196,3051,81.21100000000001
3051,196,81.21100000000001
196,197,199.12199999999999
197,196,199.12199999999999
197,46589,76.28599999999999
46589,197,76.28599999999999
197,198,247.485
198,197,247.485
198,1500,310.552
1500,198,310.552
198,51442,244.54799999999997
51442,198,244.54799999999997
198,335,86.894
335,198,86.894
200,3203,39.309
3203,200,39.309
200,3170,75.977
3170,200,75.977
201,202,95.02499999999999
201,2407,39.596000000000004
202,203,58.203
202,3084,37.382999999999996
3084,202,37.382999999999996
202,2038,78.834
2038,202,78.834
203,2965,33.742
203,204,90.145
204,2040,66.911
2040,204,66.911
204,2399,30.355999999999998
2399,204,30.355999999999998
205,2353,76.471
205,51057,72.3
205,51274,67.916
51274,205,67.916
206,207,73.685
206,2496,90.18
2496,206,90.18
207,2497,87.10100000000001
208,209,89.28399999999999
208,2499,75.212
209,210,51.669999999999995
209,2723,76.603
210,211,85.395
210,52780,66.981
52780,210,66.981
210,2083,74.77799999999999
2083,210,74.77799999999999
211,212,31.416000000000004
212,1934,59.885
213,1883,42.407
213,214,135.658
214,660,71.724
214,971,52.114000000000004
215,216,115.41
215,1156,86.009
1156,215,86.009
215,2943,83.47599999999998
2943,215,83.47599999999998
215,2046,222.97999999999996
2046,215,222.97999999999996
216,217,64.718
217,218,59.346000000000004
217,1366,72.322
218,619,80.252
218,54024,30.033
219,1645,79.392
219,220,136.665
220,54035,134.959
54035,220,134.959
220,221,142.19
221,46749,15.187
46749,221,15.187
221,2858,230.634
222,339,117.70500000000001
222,3062,74.049
223,222,309.291
223,698,74.53099999999999
224,1958,74.431
224,223,273.814
225,224,274.223
225,52945,74.157
226,2439,74.184
226,225,277.66299999999995
227,226,269.908
227,2365,73.784
227,228,224.07600000000002
228,2366,79.56
229,44376,84.152
44376,229,84.152
229,230,73.874
230,229,73.874
230,42264,59.237
42264,230,59.237
230,2068,76.04400000000001
2068,230,76.04400000000001
230,50552,64.176
50552,230,64.176
231,701,78.337
232,231,273.89300000000003
232,1746,84.6
233,232,273.776
233,1381,78.58
234,1747,84.71000000000001
234,233,293.79800000000006
235,3031,78.497
235,234,270.12600000000003
236,42059,18.102
42059,236,18.102
236,2479,165.30200000000002
236,42057,166.329
42057,236,166.329
237,2437,77.69
2437,237,77.69
237,41809,145.597
41809,237,145.597
238,46328,21.836
46328,238,21.836
238,237,132.355
238,46332,89.292
239,1591,85.364
240,239,79.081
241,240,79.261
241,2778,168.488
2778,241,168.488
242,241,79.149
242,2779,203.20100000000002
2779,242,203.20100000000002
243,242,452.93600000000004
243,1844,108.446
1844,243,108.446
244,2738,77.928
2738,244,77.928
244,243,495.6379999999999
244,1180,131.544
244,1844,396.974
1844,244,396.974
245,2944,84.43199999999999
2944,245,84.43199999999999
245,54023,52.745999999999995
54023,245,52.745999999999995
246,245,77.97899999999998
246,54001,149.972
54001,246,149.972
246,938,260.209
938,246,260.209
246,1736,125.71999999999998
1736,246,125.71999999999998
247,43018,203.42700000000002
247,54001,77.18400000000001
54001,247,77.18400000000001
248,2576,155.018
248,1041,87.725
249,248,62.397999999999996
250,1141,80.059
1141,250,80.059
250,1759,79.33099999999999
1759,250,79.33099999999999
251,250,134.244
251,46588,80.34100000000001
46588,251,80.34100000000001
251,1109,53.672
1109,251,53.672
252,251,97.32
252,1109,113.155
1109,252,113.155
252,1760,83.96799999999999
1760,252,83.96799999999999
253,254,84.65299999999999
254,253,84.65299999999999
253,517,51.422
517,253,51.422
253,516,134.51399999999998
516,253,134.51399999999998
254,3058,159.114
255,1819,79.131
256,257,140.262
256,53978,46.185
257,705,78.481
257,258,274.003
258,1820,78.64
258,259,273.659
259,50976,79.006
259,260,276.89000000000004
260,1821,77.043
260,261,270.50300000000004
261,1727,79.081
261,262,274.133
262,753,80.378
262,263,265.379
263,51281,19.344
263,1728,83.70400000000001
264,46668,192.106
46668,264,192.106
264,2514,78.384
2514,264,78.384
264,54031,85.532
54031,264,85.532
265,46591,7.999
46591,265,7.999
265,266,30.322
265,518,176.286
518,265,176.286
266,46603,23.33
267,268,78.327
268,267,78.327
267,46603,77.385
46603,267,77.385
268,269,78.925
269,268,78.925
268,849,243.483
269,521,228.416
269,270,85.359
270,269,85.359
270,1036,121.148
1036,270,121.148
270,1037,117.395
1037,270,117.395
270,271,209.96699999999998
271,270,209.96699999999998
271,1753,118.925
1753,271,118.925
271,272,176.295
272,271,176.295
271,2523,121.868
2523,271,121.868
272,1754,118.979
1754,272,118.979
272,2642,122.114
2642,272,122.114
272,273,176.671
273,272,176.671
273,274,131.061
274,273,131.061
273,861,118.852
861,273,118.852
273,862,122.114
862,273,122.114
274,1755,118.762
1755,274,118.762
274,3120,90.445
3120,274,90.445
274,275,129.414
275,274,129.414
275,2550,27.281
2550,275,27.281
275,3120,156.828
3120,275,156.828
276,277,78.598
277,276,78.598
276,1943,88.29100000000001
1943,276,88.29100000000001
277,50734,49.189
277,278,79.328
278,277,79.328
278,279,80.699
279,278,80.699
279,1075,83.189
279,280,152.42
280,279,152.42
280,51019,11.367
51019,280,11.367
280,1944,54.81
282,46333,18.594
46333,282,18.594
282,13401,286.144
13401,282,286.144
282,534,167.52999999999997
283,1742,235.494
283,46321,75.537
284,283,106.743
284,1741,99.025
1741,284,99.025
285,284,87.905
286,1710,79.527
287,288,80.136
288,287,80.136
288,289,77.369
289,288,77.369
288,2913,69.834
289,650,213.70799999999997
289,51277,64.086
289,290,81.063
290,289,81.063
290,291,79.562
291,290,79.562
291,292,79.54499999999999
292,291,79.54499999999999
292,293,78.771
293,292,78.771
292,2720,215.352
293,1704,214.318
293,294,79.953
294,293,79.953
294,50374,214.53799999999998
50374,294,214.53799999999998
294,295,79.39399999999999
295,294,79.39399999999999
295,3119,215.611
295,296,80.502
296,295,80.502
296,297,79.64999999999999
297,296,79.64999999999999
297,2472,215.481
297,298,86.29599999999999
298,297,86.29599999999999
298,1541,216.717
1541,298,216.717
298,299,86.718
299,298,86.718
299,44687,178.93999999999997
44687,299,178.93999999999997
299,1838,215.03600000000003
299,300,81.541
300,299,81.541
300,43038,219.817
43038,300,219.817
300,301,80.978
301,300,80.978
301,44384,227.121
44384,301,227.121
301,668,216.086
301,302,79.725
302,301,79.725
302,53123,229.411
53123,302,229.411
302,303,79.17099999999999
303,302,79.17099999999999
303,51059,222.168
303,2630,215.493
303,304,81.13999999999999
304,303,81.13999999999999
304,305,87.74700000000001
305,304,87.74700000000001
305,2926,227.347
2926,305,227.347
305,3135,215.95100000000002
3135,305,215.95100000000002
305,306,84.725
306,305,84.725
306,1816,226.83999999999997
306,307,81.82
307,306,81.82
307,2976,216.873
307,308,80.502
308,307,80.502
308,1909,226.792
308,309,80.304
309,308,80.304
309,2751,216.773
310,1364,226.608
310,311,80.117
311,310,80.117
311,3136,216.777
311,312,86.941
312,311,86.941
312,313,85.455
313,312,85.455
312,542,178.131
542,312,178.131
312,541,217.245
541,312,217.245
313,3056,217.004
313,314,79.563
314,313,79.563
314,2547,223.558
314,315,80.02199999999999
315,314,80.02199999999999
315,1555,217.263
315,316,79.445
316,315,79.445
316,317,84.16
317,316,84.16
316,1556,295.11400000000003
317,3137,216.434
317,53202,68.76
53202,317,68.76
318,50353,28.689999999999998
318,1144,34.739999999999995
319,1846,76.899
320,319,271.694
320,53775,34.547
321,45583,18.204
321,427,81.954
322,819,80.316
819,322,80.316
322,321,104.654
322,820,87.15
820,322,87.15
323,322,158.13
323,1848,81.93
1848,323,81.93
324,2225,79.459
2225,324,79.459
325,324,140.988
325,2389,88.664
2389,325,88.664
325,3093,79.557
3093,325,79.557
326,325,133.957
326,1098,79.49199999999999
1098,326,79.49199999999999
326,1099,88.307
1099,326,88.307
327,2841,79.46
2841,327,79.46
327,2390,88.185
2390,327,88.185
327,326,118.613
328,327,89.473
328,506,82.886
506,328,82.886
328,507,91.075
507,328,91.075
329,193,85.425
329,2392,116.333
330,329,83.893
331,41861,52.394
331,41857,92.35400000000001
332,46613,85.013
46613,332,85.013
332,2392,85.81899999999999
2392,332,85.81899999999999
332,330,112.548
332,333,398.686
333,44488,103.08
334,335,224.584
334,333,250.41100000000003
335,45675,328.26700000000005
336,1891,183.78999999999996
337,336,77.263
337,51111,145.50799999999998
338,55403,11.695
338,337,77.27600000000001
339,55402,39.977
340,2363,94.71799999999999
340,339,77.468
341,340,83.232
341,51122,237.392
342,1745,43.917
1745,342,43.917
342,341,89.4
342,2556,110.94800000000001
2556,342,110.94800000000001
344,701,260.67400000000004
345,53982,4.212
345,344,85.135
346,53981,49.691
346,703,200.616
347,346,84.556
347,1819,139.917
348,53980,4.58
348,256,85.591
349,706,79.34
349,53979,51.745
351,350,85.59400000000001
351,711,81.771
352,351,83.297
353,352,82.014
353,713,134.25400000000002
354,353,82.217
354,1987,117.59100000000001
355,715,177.745
356,355,82.289
356,1989,75.245
357,356,87.10499999999999
357,1690,51.247
1690,357,51.247
360,1994,66.428
360,359,81.788
361,360,80.15
362,1995,81.62599999999999
362,361,80.12400000000001
363,1398,189.84
363,362,79.029
364,1997,87.992
365,364,79.235
366,1999,104.86
367,366,80.614
368,367,81.34599999999999
368,890,144.92000000000002
369,368,93.368
369,1403,94.55799999999999
1403,369,94.55799999999999
370,2002,213.024
370,369,93.597
371,44373,6.599
44373,371,6.599
371,44371,67.166
372,1494,97.68199999999999
372,371,163.627
372,411,94.219
374,373,111.55900000000001
375,374,37.574999999999996
376,1262,110.216
376,375,26.866
377,1779,120.977
377,50,86.23299999999999
378,2034,128.671
378,377,69.012
379,3044,128.418
379,378,11.196
381,55244,40.721
381,46273,139.494
381,380,65.484
382,2480,163.817
384,626,116.952
384,383,69.248
385,384,69.596
386,52781,76.531
387,3041,176.74699999999999
387,386,77.03200000000001
388,2500,151.77100000000002
388,387,80.04599999999999
389,388,68.025
390,2084,82.33600000000001
2084,390,82.33600000000001
390,389,33.403
391,390,70.37299999999999
391,1936,80.673
392,391,122.11000000000001
392,2938,81.304
393,969,80.504
394,2155,80.69200000000001
395,2830,80.583
396,46745,15.427
396,2768,83.619
397,2504,115.221
397,46462,90.25599999999999
398,2062,82.32000000000001
398,397,81.295
399,2505,111.09700000000001
399,398,77.429
400,2832,80.64
400,399,78.758
402,1889,122.19000000000001
1889,402,122.19000000000001
402,401,65.85799999999999
403,2506,126.179
403,402,68.943
404,2809,228.957
404,403,74.65
405,404,75.134
406,3090,195.914
406,405,79.783
407,2635,104.797
407,406,86.332
408,1624,125.504
408,407,86.437
409,2074,80.787
2074,409,80.787
409,408,92.15200000000002
409,1831,96.98499999999999
1831,409,96.98499999999999
410,2414,52.778
412,45682,203.78
413,45681,109.42
413,37,90.814
414,413,93.09700000000001
414,2316,65.37
415,414,135.506
416,415,47.506
416,53190,22.723
417,416,93.344
417,1912,199.257
418,417,89.54299999999999
419,45580,22.099
419,418,90.10699999999999
420,46586,77.489
420,419,89.577
421,45559,21.277
421,420,87.77000000000001
422,45545,98.297
422,2168,41.259
2168,422,41.259
423,422,91.538
424,45549,18.792
424,423,83.531
425,817,159.497
425,424,82.51799999999999
426,45555,18.734
426,425,85.32000000000001
427,819,116.62100000000001
427,426,82.309
428,45546,17.3
45546,428,17.3
428,820,104.62
820,428,104.62
428,321,87.027
429,821,105.67999999999999
429,12,80.203
430,45587,18.18
430,429,79.513
431,430,82.273
431,823,108.09
432,22,81.177
432,824,115.362
433,45560,16.688
45560,433,16.688
433,825,120.81899999999999
825,433,120.81899999999999
433,432,87.332
434,433,85.785
434,826,127.28999999999999
435,45585,16.700000000000003
435,434,77.866
436,45567,18.013
436,44,78.656
437,829,128.80700000000002
437,436,80.81400000000001
438,45576,19.618
438,437,80.42699999999999
439,831,127.968
439,438,79.722
440,45589,21.583
440,439,79.56400000000001
441,440,79.608
441,45557,25.016000000000002
442,834,125.96
834,442,125.96
442,441,87.372
442,45584,22.154
45584,442,22.154
443,835,126.602
443,442,84.79899999999999
444,45573,18.67
444,443,79.584
445,837,127.72
445,444,79.593
446,45558,19.086
446,445,80.589
447,839,127.868
447,446,79.538
448,45582,19.52
448,447,79.52499999999999
449,841,126.293
449,448,80.001
450,45548,20.534
450,449,80.351
451,843,93.652
451,450,81.67200000000001
452,844,19.129
452,7,94.861
453,44459,79.915
453,2139,135.43
454,50005,16.388
50005,454,16.388
454,2140,117.72
2140,454,117.72
454,453,76.781
455,54793,135.84500000000003
455,454,82.91900000000001
456,44179,17.968
456,455,79.494
457,456,79.662
457,852,167.316
458,44181,17.707
458,457,80.30299999999998
459,51334,191.277
459,458,80.45600000000002
460,46265,85.188
461,2309,83.394
2309,461,83.394
461,52806,23.272
52806,461,23.272
461,27,171.948
462,44184,24.446
44184,462,24.446
462,54354,162.288
54354,462,162.288
462,461,78.90799999999999
463,48237,18.337
48237,463,18.337
463,1787,265.347
1787,463,265.347
463,54362,79.13
464,567,264.835
567,464,264.835
464,463,78.223
464,44186,18.311
44186,464,18.311
465,54359,165.484
465,44187,18.314
44187,465,18.314
465,54086,224.405
54086,465,224.405
466,2142,177.563
466,44189,78.122
467,466,80.532
467,47894,428.598
468,467,78.569
468,2143,190.92200000000003
469,468,78.859
469,44193,18.312
470,469,79.142
470,2144,182.838
471,470,80.933
471,44195,18.314
472,2145,142.298
472,471,78.623
473,44197,18.306
473,472,78.166
474,473,86.916
474,1234,134.252
1234,474,134.252
474,44198,18.033
44198,474,18.033
475,474,84.597
475,44199,18.308
476,2148,116.746
476,475,79.083
477,476,79.921
477,44201,18.307000000000002
478,1245,129.87
478,477,79.412
479,478,77.93
479,44203,18.304000000000002
480,479,78.939
480,2129,157.233
481,480,79.587
481,44205,18.307000000000002
482,481,79.298
482,2131,269.358
483,44207,18.308
44207,483,18.308
483,482,165.619
484,483,83.489
484,44208,18.303
485,2945,38.071
485,44467,56.325
486,485,75.907
486,48137,82.913
48137,486,82.913
486,44210,18.3
44210,486,18.3
487,44212,18.311
487,176,79.182
488,178,106.254
488,487,78.851
489,488,80.293
489,44214,18.302
490,489,75.417
490,180,140.606
491,490,82.311
491,44216,18.307
492,491,95.72
492,44217,18.306
44217,492,18.306
493,44218,18.307
44218,493,18.307
493,492,87.287
494,55296,70.267
494,44219,17.733
44219,494,17.733
495,48236,11.016
495,48131,11.365
496,48132,39.667
48132,496,39.667
496,185,229.92999999999998
496,497,87.75699999999999
497,496,87.75699999999999
497,186,189.09699999999998
497,498,80.96499999999999
498,497,80.96499999999999
498,1092,100.50999999999999
498,499,84.106
499,498,84.106
499,188,158.30599999999998
499,500,84.13799999999999
500,499,84.13799999999999
500,2838,38.164
500,501,86.75800000000001
501,500,86.75800000000001
501,502,85.556
502,501,85.556
501,190,140.193
502,503,70.19
503,502,70.19
503,192,128.975
503,504,17.77
504,503,17.77
504,505,79.296
505,504,79.296
505,2840,122.53299999999999
505,506,84.95899999999999
506,505,84.95899999999999
506,41859,166.179
507,508,70.994
508,507,70.994
507,2390,73.854
2390,507,73.854
507,2391,84.47
2391,507,84.47
508,509,78.85499999999999
509,508,78.85499999999999
509,1785,94.724
1785,509,94.724
509,510,74.034
510,509,74.034
510,2843,105.484
2843,510,105.484
510,511,80.086
511,510,80.086
510,3057,85.011
3057,510,85.011
511,2844,116.391
511,512,56.038
512,511,56.038
512,2538,84.929
2538,512,84.929
512,513,114.124
513,512,114.124
513,514,135.039
514,513,135.039
513,1499,86.81
1499,513,86.81
514,2898,84.786
514,515,137.894
515,514,137.894
515,3058,83.414
3058,515,83.414
515,516,26.086
516,515,26.086
516,3024,106.97800000000001
3024,516,106.97800000000001
517,54366,37.393
54366,517,37.393
518,2342,180.48399999999998
2342,518,180.48399999999998
519,850,160.667
519,520,169.65800000000002
520,519,169.65800000000002
519,46602,91.922
46602,519,91.922
520,521,81.518
521,520,81.518
520,850,130.55599999999998
521,44487,33.574
44487,521,33.574
522,523,129.885
523,522,129.885
522,1038,97.576
522,2105,97.948
522,44487,52.569
44487,522,52.569
523,524,80.692
524,523,80.692
523,2011,141.231
524,1753,119.899
1753,524,119.899
524,525,176.379
525,524,176.379
524,2524,98.417
2524,524,98.417
525,1754,117.704
1754,525,117.704
525,3007,99.06400000000001
3007,525,99.06400000000001
526,861,117.05199999999999
861,526,117.05199999999999
526,860,98.618
860,526,98.618
526,527,131.2
527,526,131.2
527,51454,22.924
51454,527,22.924
527,1755,104.245
1755,527,104.245
527,3008,108.987
3008,527,108.987
528,529,92.843
529,528,92.843
528,2834,190.88400000000001
528,51454,85.6
51454,528,85.6
529,530,86.43299999999999
530,529,86.43299999999999
530,643,101.755
530,531,96.46799999999999
531,530,96.46799999999999
531,3073,66.22800000000001
3073,531,66.22800000000001
531,532,85.924
532,531,85.924
532,46331,54.246
46331,532,54.246
532,2613,42.403
2613,532,42.403
533,238,81.482
534,46323,11.51
46323,534,11.51
534,46148,186.323
535,2818,87.169
536,44658,143.74599999999998
44658,536,143.74599999999998
536,2589,85.66300000000001
537,44658,21.218
44658,537,21.218
537,538,145.089
538,537,145.089
538,539,154.765
539,538,154.765
538,2697,87.05399999999999
539,540,215.563
540,539,215.563
539,2883,84.74
540,541,228.32499999999996
541,540,228.32499999999996
540,2281,87.844
541,3056,84.49300000000001
542,1901,55.507000000000005
1901,542,55.507000000000005
542,543,47.729
543,542,47.729
543,2929,85.67999999999999
2929,543,85.67999999999999
543,2928,87.606
2928,543,87.606
544,201,49.665
545,53295,87.60099999999998
545,544,103.85
546,547,310.553
546,1872,81.2
547,548,273.11199999999997
547,693,87.86200000000002
548,549,211.924
548,1873,80.7
549,984,77.073
549,983,74.912
983,549,74.912
550,984,37.843999999999994
551,552,139.035
551,53241,68.153
53241,551,68.153
551,1533,129.925
552,1533,69.152
552,51056,57.742000000000004
553,3059,88.8
3059,553,88.8
554,846,83.643
555,556,139.25
555,2222,79.75099999999999
2222,555,79.75099999999999
555,2223,80.47
2223,555,80.47
556,557,134.05700000000002
556,3074,82.601
3074,556,82.601
556,3100,80.678
3100,556,80.678
557,558,116.679
557,1093,82.683
1093,557,82.683
557,1092,80.776
1092,557,80.776
558,499,12.31
558,2838,82.382
559,2852,102.422
560,561,25.63
