start,end,length
5437,11172,90.608
11172,5437,90.608
5437,5438,83.003
5438,11172,35.234
11172,5438,35.234
5438,46932,153.973
46932,5438,153.973
5439,5438,77.129
5439,10477,66.444
5440,5439,84.203
5441,5440,79.189
5441,9909,117.428
5442,51790,119.52799999999999
51790,5442,119.52799999999999
5442,5443,79.746
5443,5442,79.746
5443,12033,11.861
12033,5443,11.861
5444,5445,136.923
5444,8120,197.101
8120,5444,197.101
5444,9821,28.95
9821,5444,28.95
5445,8119,80.173
8119,5445,80.173
5445,8120,143.102
8120,5445,143.102
5445,5446,268.229
5446,8428,80.178
8428,5446,80.178
5446,7900,77.152
7900,5446,77.152
5446,5447,222.55
5447,7901,77.149
7901,5447,77.149
5447,8429,80.249
8429,5447,80.249
5447,55275,107.4
5448,7902,94.171
5449,5450,111.122
5449,10249,79.88199999999999
5450,9535,91.622
5450,5451,137.707
5451,9536,91.487
5451,5452,137.424
5452,6075,95.596
5452,5453,134.891
5453,6078,93.249
6078,5453,93.249
5453,9538,91.401
9538,5453,91.401
5454,5455,114.709
5454,6080,92.61300000000001
5455,10073,16.748
5455,5456,52.882999999999996
5456,10073,50.289
10073,5456,50.289
5456,7602,59.993
7602,5456,59.993
5457,5458,34.87
5458,5457,34.87
5458,12125,137.994
5458,5459,40.544
5459,5458,40.544
5459,5460,40.951
5460,5459,40.951
5459,8600,139.411
5460,5461,41.481
5461,5460,41.481
5460,12126,139.672
5461,8375,139.737
5462,5463,237.197
5462,5922,78.839
5463,7290,78.945
7290,5463,78.945
5463,7476,79.492
7476,5463,79.492
5463,5464,237.248
5464,5465,102.01400000000001
5464,11462,79.454
5465,7292,120.415
5466,46986,185.79899999999998
46986,5466,185.79899999999998
5466,10655,82.282
10655,5466,82.282
5466,52116,68.654
52116,5466,68.654
5467,7300,172.22
7300,5467,172.22
5467,10656,82.543
10656,5467,82.543
5467,52117,67.458
52117,5467,67.458
5468,9643,133.591
9643,5468,133.591
5468,49779,138.231
49779,5468,138.231
5469,5468,96.919
5469,8712,162.345
5470,5469,90.892
5470,11339,110.797
5471,5470,82.319
5471,9148,211.77
5472,5471,82.625
5472,12446,64.014
5473,44167,46.791
5473,42100,17.372
5474,44157,24.644
44157,5474,24.644
5474,50726,507.3589999999999
50726,5474,507.3589999999999
5474,5475,108.36699999999999
5475,5474,108.36699999999999
5474,45768,32.366
45768,5474,32.366
5475,5476,293.953
5476,5475,293.953
5475,44155,22.994
5476,5477,236.144
5477,5476,236.144
5476,45766,25.736
5477,47153,168.548
47153,5477,168.548
5477,44156,20.971
44156,5477,20.971
5477,45769,26.575000000000003
45769,5477,26.575000000000003
5478,47153,233.91400000000002
47153,5478,233.91400000000002
5478,5479,234.504
5479,5478,234.504
5478,45770,25.429000000000002
5479,5480,234.146
5480,5479,234.146
5479,44151,22.148
5480,45775,24.927
5481,45767,25.686
5481,5482,234.125
5482,5481,234.125
5482,44148,22.313
5482,5483,234.312
5483,5482,234.312
5483,5484,234.30599999999998
5484,5483,234.30599999999998
5483,45779,25.273
5484,44146,20.339
44146,5484,20.339
5484,5485,233.753
5485,5484,233.753
5484,45780,26.378999999999998
45780,5484,26.378999999999998
5485,5486,232.875
5486,5485,232.875
5485,45774,24.93
45774,5485,24.93
5485,44144,22.661
44144,5485,22.661
5486,45772,22.947
45772,5486,22.947
5486,44145,24.283
44145,5486,24.283
5486,5487,250.54
5487,5486,250.54
5487,45778,61.627
5487,45776,26.209
45776,5487,26.209
5487,44143,22.148
44143,5487,22.148
5488,47103,39.753
5488,47109,46.981
5489,45789,15.305
5489,5490,113.563
5490,5491,165.618
5490,45788,20.07
45788,5490,20.07
5490,5753,139.06799999999998
5753,5490,139.06799999999998
5491,5753,89.729
5491,5492,29.305999999999997
5492,5493,175.454
5492,5529,160.88000000000002
5493,5494,72.047
5493,10491,61.146
5494,45781,14.454
5494,5293,109.909
5495,11317,15.131
11317,5495,15.131
5495,5496,15.466999999999999
5496,5497,129.653
5496,11083,153.46200000000002
5497,45803,15.588
5497,5498,112.947
5498,11426,65.793
5498,53959,93.272
5499,45800,15.845
5499,45798,32.256
45798,5499,32.256
5499,44849,79.785
5500,45784,11.575
5500,5501,120.321
5501,11233,75.41
5501,3658,85.37599999999999
5502,45790,17.82
45790,5502,17.82
5502,5503,111.04
5502,4453,84.96
5503,45802,12.057
45802,5503,12.057
5503,10119,67.348
10119,5503,67.348
5503,5504,171.529
5504,10119,207.983
10119,5504,207.983
5504,5505,27.048000000000002
5505,45786,11.342
45786,5505,11.342
5505,10951,67.56099999999999
10951,5505,67.56099999999999
5506,5920,79.51
5506,50901,237.12199999999999
5507,5506,237.156
5507,7475,78.178
7475,5507,78.178
5507,7474,79.982
7474,5507,79.982
5508,8169,85.041
8169,5508,85.041
5508,5507,166.738
5509,4634,174.043
5510,5509,78.353
5510,12180,102.732
12180,5510,102.732
5510,12179,101.223
12179,5510,101.223
5511,6136,78.812
6136,5511,78.812
5511,5510,304.141
5511,6137,111.063
6137,5511,111.063
5512,9624,101.375
5512,5511,240.051
5513,12003,101.54
5513,5512,294.978
5514,11659,101.452
11659,5514,101.452
5514,11658,101.796
11658,5514,101.796
5514,5513,235.89699999999996
5515,12145,99.205
5515,5514,110.095
5516,5515,234.044
5516,6590,99.433
5517,8881,99.439
5517,5516,234.289
5518,5517,234.221
5518,12610,99.223
5519,12354,99.655
5519,4193,92.857
5520,5519,66.368
5521,5520,74.828
5521,5593,99.544
5522,5521,234.307
5522,8417,100.291
5523,11280,99.451
5523,5522,234.275
5524,5523,233.971
5524,11733,99.328
11733,5524,99.328
5524,11732,99.1
11732,5524,99.1
5525,12611,99.322
12611,5525,99.322
5525,12632,99.217
12632,5525,99.217
5525,5524,234.232
5526,9884,99.544
9884,5526,99.544
5526,5525,234.225
5526,9885,99.22300000000001
9885,5526,99.22300000000001
5527,8559,99.433
8559,5527,99.433
5527,8558,99.328
8558,5527,99.328
5527,5526,248.926
5528,6302,99.217
5528,5527,218.99599999999998
5529,8482,83.371
8482,5529,83.371
5529,10664,159.54399999999998
5529,10492,81.152
10492,5529,81.152
5530,7808,82.408
7808,5530,82.408
5530,7807,153.44
7807,5530,153.44
5531,50137,60.157
50137,5531,60.157
5531,9549,157.551
9549,5531,157.551
5532,3560,139.07
5532,45489,118.55799999999999
45489,5532,118.55799999999999
5532,5533,82.571
5533,5532,82.571
5532,52900,32.532
52900,5532,32.532
5533,10648,129.74099999999999
10648,5533,129.74099999999999
5533,5534,83.85
5534,5533,83.85
5534,3562,196.82699999999997
5534,49040,28.932000000000002
49040,5534,28.932000000000002
5535,5536,55.99
5536,5535,55.99
5535,12752,53.533
12752,5535,53.533
5536,5537,67.003
5537,5536,67.003
5536,11926,124.115
5536,12296,89.98899999999999
12296,5536,89.98899999999999
5537,5538,16.382
5538,5537,16.382
5537,8590,53.458000000000006
8590,5537,53.458000000000006
5538,5539,82.711
5539,5538,82.711
5539,53315,9.004
53315,5539,9.004
5539,9285,184.766
5540,5541,6.163
5541,5540,6.163
5540,53315,72.726
53315,5540,72.726
5541,5542,75.328
5542,5541,75.328
5541,6221,70.392
5542,6221,26.971
5542,5543,83.07000000000001
5543,5542,83.07000000000001
5543,5544,84.223
5544,5543,84.223
5544,6223,86.208
5544,5545,85.16
5545,5544,85.16
5546,5547,84.522
5547,5546,84.522
5547,6226,207.994
5547,5548,82.94900000000001
5548,5547,82.94900000000001
5548,7978,49.456
5548,5549,88.31599999999999
5549,5548,88.31599999999999
5548,33498,625.635
33498,5548,625.635
5549,5550,103.878
5550,5549,103.878
5550,8672,117.375
5550,5551,121.118
5551,5550,121.118
5551,5552,120.91099999999999
5552,5551,120.91099999999999
5552,6666,182.783
5552,5553,121.436
5553,5552,121.436
5553,53092,79.127
53092,5553,79.127
5554,5555,83.649
5555,5554,83.649
5554,8675,301.65
5555,5556,70.441
5556,5555,70.441
5556,8677,319.64599999999996
5556,5557,72.868
5557,5556,72.868
5557,5558,97.84
5558,5557,97.84
5558,8679,320.459
5558,22064,84.58
22064,5558,84.58
5559,6526,59.075
5559,45240,239.32599999999996
5560,5561,88.932
5561,5560,88.932
5560,12294,92.162
12294,5560,92.162
5560,10193,78.73100000000001
10193,5560,78.73100000000001
5561,45238,155.999
45238,5561,155.999
5562,10201,79.345
10201,5562,79.345
5562,12285,41.3
12285,5562,41.3
5563,5562,268.506
5563,10200,79.28
10200,5563,79.28
5563,12286,64.072
12286,5563,64.072
5564,5563,253.335
5564,10199,79.099
10199,5564,79.099
5564,12287,84.929
12287,5564,84.929
5565,5564,238.079
5565,10198,79.118
10198,5565,79.118
5565,12288,85.03099999999999
12288,5565,85.03099999999999
5566,5565,244.779
5566,10197,80.015
5567,5568,80.943
5568,5567,80.943
5567,9497,91.23
9497,5567,91.23
5567,12292,164.27999999999997
12292,5567,164.27999999999997
5568,10195,80.347
10195,5568,80.347
5568,12293,90.949
12293,5568,90.949
5569,5570,103.004
5569,6701,120.904
5570,5571,112.445
5570,6700,82.747
5571,5572,99.255
5571,8229,109.646
8229,5571,109.646
5571,11700,110.211
11700,5571,110.211
5572,5573,204.025
5572,8230,82.319
5573,5574,54.195
5573,9198,82.836
5574,8232,84.507
8232,5574,84.507
5574,10077,84.318
10077,5574,84.318
5575,53972,82.601
53972,5575,82.601
5575,5576,107.96000000000001
5576,5575,107.96000000000001
5576,5727,82.215
5727,5576,82.215
5576,5577,255.793
5577,5576,255.793
5577,5728,82.156
5728,5577,82.156
5577,5578,261.894
5578,5577,261.894
5578,5729,82.40599999999999
5729,5578,82.40599999999999
5578,5579,260.428
5579,5578,260.428
5579,5730,82.112
5730,5579,82.112
5579,5580,253.257
5580,5579,253.257
5580,5731,82.19
5731,5580,82.19
5580,5581,261.856
5581,5580,261.856
5581,5723,81.941
5723,5581,81.941
5581,52918,27.406
52918,5581,27.406
5581,52491,32.588
52491,5581,32.588
5582,5724,81.868
5724,5582,81.868
5582,5583,261.155
5583,5582,261.155
5582,52918,232.625
52918,5582,232.625
5583,5725,82.048
5725,5583,82.048
5583,5584,207.178
5584,5583,207.178
5584,5726,82.05
5726,5584,82.05
5585,9119,76.549
5586,5587,123.279
5586,8412,245.933
5587,44933,10.038
5587,6955,103.463
5588,5589,86.729
5588,4187,234.02
5589,5590,86.87
5589,8415,234.284
5590,11431,183.882
5590,5591,99.477
5591,11925,231.21
11925,5591,231.21
5591,5296,99.34
5592,5521,100.438
5592,8417,231.12999999999997
5593,8418,234.186
8418,5593,234.186
5593,12355,141.307
12355,5593,141.307
5593,5594,93.74000000000001
5594,44149,80.422
5594,8419,234.051
5595,7270,234.214
5595,5596,92.027
5596,4198,234.077
5596,4837,99.321
5597,4200,231.995
5597,5598,100.309
5598,5599,99.199
5598,6357,234.316
5599,5029,98.569
5599,6657,234.07399999999998
6657,5599,234.07399999999998
5600,5601,82.636
5601,5600,82.636
5600,8422,224.343
8422,5600,224.343
5601,7079,222.196
5602,8423,221.985
5602,5603,79.202
5603,5602,79.202
5603,8424,222.081
8424,5603,222.081
5603,5604,93.047
5604,5603,93.047
5604,8425,221.877
8425,5604,221.877
5604,5605,85.17
5605,5604,85.17
5605,8426,232.863
8426,5605,232.863
5605,5606,190.243
5606,5605,190.243
5606,5732,81.761
5732,5606,81.761
5607,5608,216.549
5608,5607,216.549
5607,5733,82.101
5733,5607,82.101
5608,5609,195.44199999999998
5609,5608,195.44199999999998
5608,5734,82.02000000000001
5734,5608,82.02000000000001
5609,5735,82.038
5735,5609,82.038
5610,11076,19.652
11076,5610,19.652
5610,5611,168.609
5611,5610,168.609
5610,9889,98.80799999999999
9889,5610,98.80799999999999
5611,8562,71.503
8562,5611,71.503
5611,5612,36.576
5612,5611,36.576
5612,9027,97.255
9027,5612,97.255
5612,53057,69.242
53057,5612,69.242
5613,53057,40.56
53057,5613,40.56
5613,5614,51.062
5614,5613,51.062
5613,53056,48.403999999999996
53056,5613,48.403999999999996
5614,47629,82.732
47629,5614,82.732
5614,7276,58.893
7276,5614,58.893
5615,48925,51.519
48925,5615,51.519
5615,47629,119.04
47629,5615,119.04
5616,5617,78.438
5617,5616,78.438
5616,48924,31.271
48924,5616,31.271
5617,5618,56.01
5618,5617,56.01
5617,5641,26.022
5641,5617,26.022
5618,5641,49.426
5619,5620,22.118
5620,5619,22.118
5619,55123,175.174
55123,5619,175.174
5619,8835,152.1
5620,5751,74.816
5751,5620,74.816
5620,5743,97.53
5743,5620,97.53
5620,5621,150.395
5621,5620,150.395
5621,5622,51.322
5622,5621,51.322
5621,5751,129.038
5622,5623,32.328
5623,5622,32.328
5622,11134,59.012
11134,5622,59.012
5623,8981,97.474
8981,5623,97.474
5623,5624,82.362
5624,5623,82.362
5625,10791,97.101
10791,5625,97.101
5625,55225,67.705
55225,5625,67.705
5625,46867,67.80499999999999
46867,5625,67.80499999999999
5626,5627,102.87
5627,5626,102.87
5626,55225,36.821
55225,5626,36.821
5626,55224,38.43
5627,9981,37.54
9981,5627,37.54
5627,10792,98.609
10792,5627,98.609
5627,5628,107.059
5628,5627,107.059
5629,11190,82.13
5629,5630,121.919
5630,5629,121.919
5630,12330,81.818
12330,5630,81.818
5630,5631,92.858
5631,5630,92.858
5630,10795,97.749
10795,5630,97.749
5631,5632,100.202
5632,5631,100.202
5631,11942,82.53200000000001
11942,5631,82.53200000000001
5631,10796,97.34
10796,5631,97.34
5632,5633,140.586
5633,5632,140.586
5632,12328,82.317
12328,5632,82.317
5632,10797,97.622
10797,5632,97.622
5633,12331,82.405
12331,5633,82.405
5633,5634,237.615
5634,5633,237.615
5633,10798,97.414
10798,5633,97.414
5634,5635,237.672
5635,5634,237.672
5634,12332,82.27
12332,5634,82.27
5634,10799,97.407
10799,5634,97.407
5635,10800,97.344
10800,5635,97.344
5635,5636,237.64999999999998
5636,5635,237.64999999999998
5635,12333,82.19800000000001
12333,5635,82.19800000000001
5636,5637,237.537
5637,5636,237.537
5636,10801,97.482
10801,5636,97.482
5636,12334,82.28
12334,5636,82.28
5637,12335,82.201
12335,5637,82.201
5637,10802,97.628
10802,5637,97.628
5638,5639,81.026
5639,5638,81.026
5638,11322,92.901
11322,5638,92.901
5638,11321,177.155
11321,5638,177.155
5639,12336,83.074
12336,5639,83.074
5639,11322,46.378
11322,5639,46.378
5639,5640,237.69
5640,5639,237.69
5640,8457,83.109
8457,5640,83.109
5640,8456,97.819
8456,5640,97.819
5641,6295,173.726
5641,6012,81.112
6012,5641,81.112
5642,45004,195.943
45004,5642,195.943
5642,6820,69.02799999999999
5643,11087,79.894
5644,5643,190.422
5644,10290,82.293
5645,5644,147.40900000000002
5645,6080,89.658
6080,5645,89.658
5645,6079,36.448
6079,5645,36.448
5646,10252,82.474
10252,5646,82.474
5646,10251,82.97
10251,5646,82.97
5646,4581,85.435
5647,5648,159.558
5648,5647,159.558
5647,50261,242.65599999999998
50261,5647,242.65599999999998
5647,12394,82.33
5648,5649,161.367
5649,5648,161.367
5649,55193,79.585
55193,5649,79.585
5649,5650,178.08100000000002
5650,5649,178.08100000000002
5650,5651,138.728
5650,10869,76.329
10869,5650,76.329
5650,12382,79.062
12382,5650,79.062
5651,10870,76.574
10870,5651,76.574
5651,12395,79.257
5652,6999,85.346
6999,5652,85.346
5652,6998,97.288
6998,5652,97.288
5653,8997,83.443
8997,5653,83.443
5653,8996,96.215
8996,5653,96.215
5653,5652,213.937
5654,47904,10.227
5654,6194,78.981
5655,5654,84.753
5656,4136,90.277
5656,9601,79.029
9601,5656,79.029
5656,7757,116.684
7757,5656,116.684
5657,5656,80.685
5658,5657,76.062
5659,5658,76.258
5659,9602,79.119
5660,5659,243.66299999999998
5660,6370,85.47800000000001
6370,5660,85.47800000000001
5660,6369,86.592
6369,5660,86.592
5661,46448,45.67
46448,5661,45.67
5661,10739,134.26999999999998
10739,5661,134.26999999999998
5661,7237,86.828
7237,5661,86.828
5661,7762,161.50799999999998
7762,5661,161.50799999999998
5662,10584,49.742
10584,5662,49.742
5662,12672,79.339
12672,5662,79.339
5662,48049,54.972
5663,5662,216.62
5663,10585,82.216
10585,5663,82.216
5663,12694,79.497
12694,5663,79.497
5664,5663,237.559
5664,10586,81.893
10586,5664,81.893
5664,12707,79.674
12707,5664,79.674
5665,5664,237.818
5665,10587,81.705
10587,5665,81.705
5665,12712,79.858
12712,5665,79.858
5666,5665,237.576
5666,10588,81.403
10588,5666,81.403
5666,12719,80.027
12719,5666,80.027
5667,5666,168.115
5667,12734,80.375
12734,5667,80.375
5667,10588,198.16500000000002
10588,5667,198.16500000000002
5668,47511,23.049
47511,5668,23.049
5668,10031,131.89499999999998
10031,5668,131.89499999999998
5668,47619,118.89099999999999
47619,5668,118.89099999999999
5669,45219,142.033
5669,50236,227.073
50236,5669,227.073
5670,7174,79.612
7174,5670,79.612
5670,5671,176.722
5670,7696,80.599
7696,5670,80.599
5671,7175,78.89
7175,5671,78.89
5671,5672,61.484
5672,7176,79.193
7176,5672,79.193
5672,50893,60.897
50893,5672,60.897
5673,6067,82.283
6067,5673,82.283
5673,3655,190.64999999999998
5674,6068,82.186
6068,5674,82.186
5674,5673,226.79299999999998
5675,10119,23.713
10119,5675,23.713
5675,9103,53.822
9103,5675,53.822
5675,5502,152.88799999999998
5676,5677,206.732
5677,5676,206.732
5676,8262,25.313
5677,11832,79.58
5677,53099,185.208
53099,5677,185.208
5678,7717,79.046
5678,46119,11.567
46119,5678,11.567
5678,3714,236.98700000000002
5679,5927,79.591
5927,5679,79.591
5679,5926,79.246
5926,5679,79.246
5679,5680,236.36700000000002
5680,7481,79.403
7481,5680,79.403
5680,7480,78.881
7480,5680,78.881
5680,5681,235.907
5681,7718,79.247
5681,5682,236.01999999999998
5682,5700,79.59
5683,10045,92.554
5684,5683,78.69
5685,5686,79.604
5685,5818,78.25
5686,6820,138.017
5686,43084,49.51
43084,5686,49.51
5687,5688,49.887
5688,5687,49.887
5687,4020,45.163000000000004
5688,5689,79.44300000000001
5689,5688,79.44300000000001
5688,11247,235.661
5689,5690,130.54
5690,5689,130.54
5689,12090,236.32299999999998
5690,5691,76.11899999999999
5691,5690,76.11899999999999
5690,10575,237.224
10575,5690,237.224
5690,10576,79.657
10576,5690,79.657
5691,5692,79.08699999999999
5692,5691,79.08699999999999
5691,7810,237.699
5692,8871,237.972
5693,9628,240.26
9628,5693,240.26
5693,12314,237.495
12314,5693,237.495
5694,45748,20.653
5694,51209,40.891999999999996
5695,11103,238.38400000000001
5695,4857,80.324
5696,11432,235.87199999999999
5696,5697,79.413
5697,11019,236.256
5697,5698,79.375
5698,5699,78.17800000000001
5699,7718,235.81599999999997
5699,5682,79.691
5700,11831,236.09300000000002
5700,5701,79.869
5701,4655,78.74499999999999
5702,5703,79.435
5703,12386,236.63
5703,5704,80.233
5704,5705,78.01
5704,10571,236.30599999999998
10571,5704,236.30599999999998
5705,5706,78.678
5706,5707,80.099
5706,8950,236.422
5707,5708,78.182
5708,10553,236.339
5708,5709,79.681
5709,5710,51.956999999999994
5710,51077,35.469
5711,5712,102.718
5712,5711,102.718
5711,10195,107.486
5713,52042,11.378
52042,5713,11.378
5713,5714,37.91
5714,5713,37.91
5713,11722,104.67
5715,5716,44.14
5716,5715,44.14
5716,5717,87.89
5717,5716,87.89
5716,12153,57.730000000000004
5717,45669,114.997
45669,5717,114.997
5717,8366,143.643
5718,51380,258.393
51380,5718,258.393
5719,12023,55.354
12023,5719,55.354
5720,5719,237.65699999999998
5720,12013,81.036
12013,5720,81.036
5721,5722,76.697
5722,12249,76.661
12249,5722,76.661
5722,8499,143.978
8499,5722,143.978
5723,12506,78.744
12506,5723,78.744
5723,5724,260.912
5724,5725,261.057
5724,12517,79.008
12517,5724,79.008
5725,12557,79.002
12557,5725,79.002
5725,5726,207.178
5726,12570,79.079
12570,5726,79.079
5727,5728,256.569
5727,12782,79.16
12782,5727,79.16
5728,5729,260.933
5728,12485,78.976
12485,5728,78.976
5729,5730,260.94
5729,12548,79.24900000000001
12548,5729,79.24900000000001
5730,5731,253.376
5730,8471,79.158
8471,5730,79.158
5731,11197,79.246
11197,5731,79.246
5731,45805,157.499
45805,5731,157.499
5732,4161,141.15
5732,8615,79.08
8615,5732,79.08
5733,5734,217.657
5733,10560,79.064
10560,5733,79.064
5734,5735,194.328
5734,9011,79.037
9011,5734,79.037
5735,9773,79.067
9773,5735,79.067
5735,5736,107.45
5736,5735,107.45
5737,5738,79.10799999999999
5738,5737,79.10799999999999
5737,45088,53.977000000000004
45088,5737,53.977000000000004
5737,46931,70.362
5738,5739,79.156
5739,5738,79.156
5738,46909,126.582
5739,46941,178.01
5739,5740,79.299
5740,5739,79.299
5740,5741,79.219
5741,5740,79.219
5740,8979,237.558
5741,5742,97.201
5742,5741,97.201
5741,4141,237.755
5742,5743,88.33
5743,5742,88.33
5742,8569,237.732
5743,8981,237.823
8981,5743,237.823
5744,11080,95.62700000000001
11080,5744,95.62700000000001
5744,5745,77.602
5745,5744,77.602
5744,5752,30.811999999999998
5752,5744,30.811999999999998
5745,10663,82.265
10663,5745,82.265
5745,10662,81.994
10662,5745,81.994
5745,5746,285.49199999999996
5746,5745,285.49199999999996
5746,11116,82.103
11116,5746,82.103
5746,11115,82.164
11115,5746,82.164
5746,5747,173.732
5747,5746,173.732
5747,10850,82.206
10850,5747,82.206
5747,10849,82.043
10849,5747,82.043
5747,5748,174.184
5748,5747,174.184
5748,11133,82.27
11133,5748,82.27
5748,11630,82.106
11630,5748,82.106
5748,5749,174.718
5749,5748,174.718
5749,6014,81.887
6014,5749,81.887
5749,5750,173.624
5750,5749,173.624
5749,6013,82.264
6013,5749,82.264
5750,8835,81.873
8835,5750,81.873
5750,5751,174.217
5751,5750,174.217
5750,8836,82.046
8836,5750,82.046
5751,10692,82.173
10692,5751,82.173
5752,11081,56.069
11081,5752,56.069
5753,11081,43.411
11081,5753,43.411
5753,5752,34.006
5754,45794,149.076
5754,45795,94.64
5755,10490,234.117
5755,5291,99.328
5756,6300,234.135
5756,5755,100.414
5757,10488,234.296
5757,5756,85.748
5758,5757,86.729
5758,6298,234.032
5759,44856,14.934
5759,8371,77.653
5760,3495,78.454
5760,5759,126.31899999999999
5761,3653,37.396
5761,6066,226.342
5761,48904,67.445
48904,5761,67.445
5762,5761,82.223
5762,6292,234.179
5763,3319,82.431
5763,10485,226.7
5764,5763,82.528
5764,6290,234.002
5765,5764,84.864
5765,10483,226.373
5766,6288,233.935
5766,5765,80.727
5767,5766,82.081
5767,10482,225.417
5768,6286,234.75799999999998
6286,5768,234.75799999999998
5768,10106,187.292
10106,5768,187.292
5768,5767,85.424
5769,6285,234.108
5769,5768,79.218
5770,48408,27.551
5770,5769,82.152
5771,6242,26.337
6242,5771,26.337
5771,5770,27.897
5771,48408,38.145
48408,5771,38.145
5773,11767,79.394
5773,3733,236.075
5774,5943,79.434
5943,5774,79.434
5774,5942,79.294
5942,5774,79.294
5774,5775,237.422
5775,7496,78.928
7496,5775,78.928
5775,7495,79.364
7495,5775,79.364
5776,5777,95.212
5777,5776,95.212
5777,8779,37.792
8779,5777,37.792
5777,9386,38.049
9386,5777,38.049
5778,5779,34.045
5779,5778,34.045
5778,9813,184.207
5779,5780,33.154
5780,5779,33.154
5779,12128,184.109
12128,5779,184.109
5780,11475,184.214
5781,9387,33.201
9387,5781,33.201
5781,8777,33.947
8777,5781,33.947
5782,4184,167.027
5782,9757,97.033
5783,5782,178.386
5783,9056,86.665
5784,6487,74.593
6487,5784,74.593
5784,7676,205.632
7676,5784,205.632
5784,5721,230.23299999999998
5785,5786,143.117
5785,47368,48.228
47368,5785,48.228
5785,6905,105.27799999999999
6905,5785,105.27799999999999
5786,5787,37.364
5786,11471,57.053
11471,5786,57.053
5786,5802,48.469
5802,5786,48.469
5787,12227,156.946
5787,5788,147.944
5788,5789,45.91
5788,10539,41.263
5789,10539,33.292
10539,5789,33.292
5789,5790,85.655
5789,5804,50.626999999999995
5804,5789,50.626999999999995
5790,8104,67.806
5790,5791,80.42
5791,8104,46.009
5791,5792,63.76
5792,5793,104.465
5792,12372,87.712
5793,5794,42.026
5793,5808,42.741
5794,4274,108.154
5794,3463,106.43299999999999
5795,5796,93.38499999999999
5795,5809,39.837
5809,5795,39.837
5796,9878,106.01100000000001
5796,55283,65.14
5797,5811,40.315
5811,5797,40.315
5797,55284,19.09
55284,5797,19.09
5797,5798,205.43
5798,7967,25.997
7967,5798,25.997
5798,5813,35.652
5813,5798,35.652
5798,5234,157.355
5799,6429,124.891
5799,47368,15.731000000000002
5800,5799,79.54700000000001
5801,5800,78.24
5801,6428,127.057
5802,5801,33.096000000000004
5802,10541,54.154
10541,5802,54.154
5803,5802,82.821
5803,10541,62.872
5804,44952,20.528
44952,5804,20.528
5804,5803,150.257
5804,10174,188.574
5805,12228,110.139
5805,44951,92.838
5806,5805,35.155
5806,5791,48.086
5807,44954,51.921
5807,44953,44.238
5808,5807,39.587
5808,10724,90.187
5809,5132,90.922
5810,5809,92.619
5811,3974,42.014
5811,8795,122.153
5812,5811,98.821
5813,7968,20.58
5813,5812,94.238
5814,5813,40.573
5814,7968,39.242
5815,5814,51.905
5815,6322,259.678
5816,6324,78.047
6324,5816,78.047
5816,55476,164.623
55476,5816,164.623
5816,10127,63.15
10127,5816,63.15
5816,55475,146.19400000000002
55475,5816,146.19400000000002
5817,55375,12.435
55375,5817,12.435
5817,55475,183.588
55475,5817,183.588
5817,10519,197.45600000000002
10519,5817,197.45600000000002
5818,5819,59.529
5819,5818,59.529
5818,11439,256.542
5819,5820,78.286
5820,5821,140.01999999999998
5820,6818,56.93600000000001
5821,7195,78.791
5821,5822,80.50200000000001
5822,5823,88.213
5823,5824,140.34300000000002
5823,44974,170.00199999999998
5824,12627,53.146
12627,5824,53.146
5824,7197,93.848
7197,5824,93.848
5825,45017,55.147
5825,5826,83.58
5826,6117,43.161
5826,6105,110.018
5827,7627,73.26
5828,10076,38.1
10076,5828,38.1
5828,5983,39.643
5983,5828,39.643
5829,5828,158.97899999999998
5829,11949,158.046
11949,5829,158.046
5829,10077,150.01
10077,5829,150.01
5830,5829,145.765
5830,8091,244.476
5831,5830,134.21200000000002
5831,8857,78.465
5832,9800,158.438
5832,5833,143.07399999999998
5833,5834,47.682
5833,8859,79.341
8859,5833,79.341
5833,54248,106.37499999999999
54248,5833,106.37499999999999
5834,8860,87.967
5834,5835,286.335
5835,5836,180.018
5836,7409,31.313
5837,5838,87.981
5838,5837,87.981
5837,11224,78.247
5839,8777,33.473
8777,5839,33.473
5839,11959,33.281
11959,5839,33.281
5840,12371,15.763
12371,5840,15.763
5840,8779,34.536
8779,5840,34.536
5841,6538,86.309
5842,5841,148.31400000000002
5842,5955,78.401
5843,5844,140.22199999999998
5844,5843,140.22199999999998
5843,6192,82.191
5844,9719,79.07
5845,9720,79.065
9720,5845,79.065
5845,6612,82.012
6612,5845,82.012
5845,5844,198.058
5846,6386,82.033
5846,5845,76.18
5847,51327,256.368
5847,6613,82.2
6613,5847,82.2
5847,9722,78.97699999999999
9722,5847,78.97699999999999
5848,6614,82.024
5848,5847,106.879
5849,9723,79.064
9723,5849,79.064
5849,6615,81.94200000000001
6615,5849,81.94200000000001
5849,5848,153.97
5850,6616,82.01899999999999
6616,5850,82.01899999999999
5850,8465,79.15100000000001
8465,5850,79.15100000000001
5850,5849,260.932
5851,6617,90.77000000000001
6617,5851,90.77000000000001
5851,8197,80.101
8197,5851,80.101
5851,5850,252.63400000000001
5851,6618,158.635
6618,5851,158.635
5852,5853,126.709
5853,5852,126.709
5853,6620,85.006
6620,5853,85.006
5853,9725,79.132
9725,5853,79.132
5854,6621,85.16
6621,5854,85.16
5854,9726,78.967
9726,5854,78.967
5854,5853,268.566
5855,6622,83.98
6622,5855,83.98
5855,9727,78.965
9727,5855,78.965
